Symbol,Period Ending,Next Period Start Opening Price (Period Ending + 1 Day),Next Period End Closing Price (Period Ending + 1 year),Price Percentage Change,Net Income,Depreciation,Net Income Adjustments,Accounts Receivable,Changes in Inventories,Other Operating Activities,Liabilities,Net Cash Flow-Operating,Capital Expenditures,Investments,Other Investing Activities,Net Cash Flows-Investing,Sale and Purchase of Stock,Net Borrowings,Other Financing Activities,Net Cash Flows-Financing,Effect of Exchange Rate,Net Cash Flow
HEPA,12/31/2017,207.1379,19.7341,-90.47296511164782,-7511,11,-690,-111,0,0,92,-8209,0,0,0,0,1181,0,0,1181,0,-7029
HEPA,6/30/2017,324.7026,104.2687,-67.88793807009861,-14891,28,-2468,-2128,0,0,288,-19172,-15,0,0,-15,24776,-10,0,24766,0,5579
SNGX,12/31/2019,1.45,1.28,-11.724137931034479,-9356,54,655,1850,-261,0,-452,-7510,-30,0,6,-25,4012,-7,0,4005,-34,-3563
SNGX,12/31/2018,0.9,1.45,61.1111111111111,-8900,44,382,982,-275,0,523,-7245,-2,0,1,-1,8423,0,0,8423,-4,1174
SNGX,12/31/2017,2.5,0.86,-65.6,-7147,69,496,360,281,0,-568,-6511,-26,0,0,-26,5739,0,0,5574,0,-963
SNGX,12/31/2016,2.3,2.24,-2.608695652173896,-3245,97,-1304,-1418,778,0,110,-4982,-7,0,0,-7,9141,-300,0,8841,0,3851
LIXT,12/31/2019,5.0939,3.1701,-37.76674061131941,-2440,0,749,27,-14,0,5,-1674,0,0,0,0,0,0,0,0,0,-1674
LIXT,12/31/2018,5.6399,4.0739,-27.766449759747513,-2133,0,786,-162,0,0,-1,-1511,0,0,0,0,4478,0,0,4478,0,2967
LIXT,12/31/2017,0.99,5.5829,463.92929292929296,-1808,0,71,154,0,0,171,-1412,0,0,0,0,2518,0,0,2518,0,1106
LIXT,12/31/2016,0.84,0.99,17.85714285714286,-2135,0,287,-65,200,0,35,-1677,0,0,104,104,1750,0,0,1748,0,175
MTRN,12/31/2019,60.14,63.72,5.952776854007313,50660,42464,27567,-26418,-23933,24031,4851,99222,-26528,0,44,-26484,-199,-2023,-4846,-18054,-322,54362
MTRN,12/31/2018,43.97,59.45,35.20582215146692,20846,42084,45919,-32268,-7219,4234,2778,76374,-34260,0,432,-33828,-422,-1638,-3156,-13605,-140,28801
MTRN,12/31/2017,49.1,44.99,-8.370672097759673,11451,48535,25447,22255,-18484,-9462,-11947,67795,-29076,0,-14282,-43358,-1086,-1640,-4506,-15445,1388,10380
MTRN,12/31/2016,40.15,50,24.533001245330016,25740,50377,-6364,-13321,-4096,10791,5053,68180,-37038,0,-317,-37355,-3798,-9735,-1089,-23118,-479,7228
GSIT,3/31/2019,7.77,6.96,-10.424710424710419,163,1418,3500,1501,-2099,-1333,-144,3006,-2090,-2134,750,-3474,3806,-364,-720,2722,0,2254
GSIT,3/31/2018,7.41,7.84,5.802968960863693,-4515,1328,3590,-2669,1111,2103,117,1065,-1320,2897,1234,2811,3491,-862,0,2629,0,6505
GSIT,3/31/2017,8.75,7.19,-17.828571428571426,-115,1606,2469,-510,1125,-2625,103,2053,-219,5037,0,4818,-5098,0,0,-5098,0,1773
OTRKP,12/31/2019,24.75,23.81,-3.7979797979798033,-25659,829,6792,5709,-4326,0,-246,-16901,0,0,0,0,3022,27140,0,27349,0,10448
OTRKP,12/31/2018,24.75,24.9,0.6060606060606003,-14212,475,2289,4056,-871,0,-311,-8574,-9,0,71,62,150,7470,0,7303,0,-1209
OTRKP,12/31/2017,24.75,24.9,0.6060606060606003,-13605,3328,998,1906,-49,0,54,-7368,-448,0,35,-413,16458,-3082,-1667,11709,0,3928
OTRKP,12/31/2016,24.75,24.9,0.6060606060606003,-17936,4792,6779,993,-509,0,155,-5726,-106,0,16,-90,0,5751,0,5751,0,-65
NEWTI,12/31/2019,25.7,25.45,-0.9727626459143969,41135,2462,-112119,-1742,0,0,-18693,-88957,-126,0,0,-126,33740,98062,-93,90940,0,1857
NEWTI,12/31/2018,25.38,25.6805,1.1840031520882568,35678,2355,-75938,5651,0,0,-41412,-73666,-627,0,0,-627,5196,112451,-109,85105,0,10812
NEWTI,12/31/2017,24.92,25,0.32102728731941527,38976,1794,-101681,1243,0,0,-13268,-72936,-446,0,0,-446,56662,43227,-667,71024,0,-2358
NEWTI,12/31/2016,24.92,24.92,0.0,27305,1623,-69579,2550,0,0,24002,-14099,-375,0,0,-375,-866,38373,-14,10193,0,-4281
NCLH,12/31/2019,58.79,25.43,-56.744344276237456,930228,647102,80116,259713,-14104,-6155,-74295,1822605,-1637170,-46796,3774,-1680192,-317923,315565,-27768,-53388,0,89025
NCLH,12/31/2018,41.88,58.41,39.469914040114595,954843,566972,123870,483943,-15886,-9052,-29519,2075171,-1566796,63077,1011,-1502708,-635992,188621,-19009,-584802,0,-12339
NCLH,12/31/2017,53.76,42.39,-21.14955357142857,759872,521484,120834,223850,15050,-17129,-22714,1601247,-1372214,-33348,664,-1404898,30032,-100495,-21848,-148506,0,47843
NCLH,12/31/2016,43.13,54.96,27.42870391838627,633085,445635,106091,122806,-20983,-9184,-13363,1264087,-1092091,-36823,0,-1128914,-40830,-8623,-19250,-122763,0,12410
HESM,12/31/2018,16.88,22.68,34.36018957345973,70800,124000,900,-2000,-3200,0,1600,493600,-235600,-67300,0,-302900,57300,0,0,-217600,0,-26900
HESM,12/31/2017,20.01,16.98,-15.142428785607201,41200,113700,200,18100,-15200,0,-1700,399900,-136400,0,0,-136400,444000,0,-282400,-216600,0,46900
HESM,12/31/2016,25.5,20.96,-17.803921568627448,204900,100800,0,73600,5900,0,2100,387300,-263600,0,0,-263600,0,0,183200,-123700,0,0
HESM,12/31/2015,25.5,25.6,0.3921568627451036,193000,86100,0,162800,-8200,0,800,434500,-361800,0,0,-361800,0,0,267800,-72400,0,300
BIOX,6/30/2019,5.454,6.06,11.111111111111109,-16359,4827,52671,-34431,47258,-8637,-15633,29695,-2044,-129,-1087,-3261,0,-27360,414,-26946,67,-512
BIOX,6/30/2018,9.67,5.25,-45.708376421923475,-14311,4372,36418,-36151,17830,10355,-127,18387,-2792,-2622,-2806,-8220,0,-8671,-1787,-10458,826,-291
BIOX,6/30/2017,9.7,9.67,-0.3092783505154573,-8379,2673,10877,-12318,20297,-1123,-2476,9551,-696,-2428,-6956,-10080,0,2233,-1066,1166,59,637
EIG,12/31/2019,41.97,32.19,-23.3023588277341,157100,23000,-37100,-4600,75800,0,-91100,123100,-12100,105800,-44500,49200,-70000,-20200,0,-119100,0,53200
EIG,12/31/2018,41.51,41.75,0.578173933991814,141300,14700,33600,47800,4000,0,-61200,180200,-10200,-109400,0,-119600,-6000,-200,0,-32900,0,27700
EIG,12/31/2017,44.55,41.97,-5.791245791245788,101200,22500,29200,-10300,22300,0,-22600,142300,-8200,-104600,0,-112800,3800,-10100,0,-26000,0,3500
EIG,12/31/2016,39.8,43.4,9.045226130653269,106700,23100,5600,-9700,46000,0,-48900,122800,-5000,-82500,0,-87500,-12100,0,0,-23600,0,11700
RJF,9/30/2019,81.74,72.76,-10.986053339858074,1034000,126000,208000,-1119000,682000,0,-354000,577000,-138000,-1753000,-5000,-1897000,-770000,-5000,2339000,1373000,-23000,30000
RJF,9/30/2018,92.95,82.46,-11.285637439483603,857000,120000,256000,382000,-491000,0,-240000,884000,-134000,-3209000,-159000,-3476000,-17000,-615000,2203000,1420000,-33000,-1205000
RJF,9/30/2017,84.33,92.34,9.498399146211318,636000,56000,171000,-949000,-54000,0,15000,-125000,-190000,-3261000,0,-3376000,-7000,1413000,2786000,4065000,47000,611000
SEAS,12/31/2019,31.75,31.59,-0.5039370078740162,89476,164003,53720,55615,10865,721,-25984,348416,-195217,0,24,-195193,-146205,4494,-5594,-147305,0,5918
SEAS,12/31/2018,21.87,31.71,44.99314128943758,44788,165416,66877,48396,-24347,-4620,-2575,293935,-179770,0,-259,-180029,-93750,-6657,-4403,-112896,0,1010
SEAS,12/31/2017,13.6,22.09,62.4264705882353,-202386,168106,227726,-433,-3005,-3285,5734,192457,-172517,0,1644,-170873,11,-37954,-3632,-56965,0,-35381
SEAS,12/31/2016,19.12,13.92,-27.196652719665277,-12531,204974,56093,23025,2110,2503,4238,280412,-160518,0,0,-160518,82,-3286,-1629,-70139,0,49755
NXR,3/31/2009,12.87,12.98,0.8547008547008641,518,0,0,0,0,0,0,518,0,0,0,0,200,0,0,-8128,0,-7610
NXR,3/31/2008,12.87,12.98,0.8547008547008641,2642,0,0,0,0,0,0,2642,0,0,0,0,0,0,0,-8323,0,-5681
NXR,3/31/2007,12.87,12.98,0.8547008547008641,10059,0,0,0,0,0,0,10059,0,0,0,0,0,0,0,-8323,0,1736
NXR,3/31/2006,12.87,12.98,0.8547008547008641,9240,0,0,0,0,0,0,9240,0,0,0,0,0,0,0,-8386,0,853
LEXXW,8/31/2019,0.6,1.0599,76.65000000000002,-4158,61,1013,141,-139,-47,125,-3006,-646,0,-123,-769,3333,0,0,3333,0,-442
LEXXW,8/31/2018,0.6,1.0599,76.65000000000002,-6609,2,4460,-32,-245,-33,-61,-2518,0,-70,-85,-155,1867,0,0,1867,0,-806
LEXXW,8/31/2017,0.6,1.0599,76.65000000000002,-1929,1,683,-279,-8,-1,-13,-1546,0,0,-10,-10,4046,-50,0,3996,0,2440
PRU,12/31/2019,94.04,78.07,-16.982135261590827,4186000,460000,1752000,10653000,0,0,2522000,19625000,0,-14062000,-2966000,-17028000,-2367000,1897000,477000,-1634000,16000,979000
PRU,12/31/2018,79.94,93.74,17.262947210407802,4074000,161000,-166000,16530000,0,0,1051000,21664000,0,-20325000,-1303000,-21628000,-1368000,1124000,2546000,781000,142000,959000
PRU,12/31/2017,115.17,81.55,-29.19162976469567,7863000,222000,578000,9321000,0,0,-4635000,13460000,0,-10722000,-1235000,-11957000,-1004000,-602000,1644000,-1258000,110000,355000
PRU,12/31/2016,105.23,115.45,9.712059298679083,4368000,318000,-323000,11202000,0,0,-740000,14876000,0,-20016000,-1678000,-21694000,-1693000,-11000,6205000,3201000,50000,-3567000
TEAM,6/30/2019,133.2,180.27,35.33783783783785,-637621,104187,761345,205164,117,0,1085,466342,-44192,-142470,-417536,-604198,3542,-410,-6319,-3187,-855,-141898
TEAM,6/30/2018,62.03,131.77,112.42946961147832,-113432,86913,165172,136907,-10956,0,-8449,311456,-30209,-17841,-3646,-51696,3995,990494,0,906789,-630,1165919
TEAM,6/30/2017,35.25,63.35,79.71631205673759,-37449,61546,132293,68048,-3668,0,-6438,199381,-15129,176535,-385979,-224573,9438,0,0,9438,465,-15289
UNH,12/31/2019,293.98,350.68,19.28702632832165,13839000,2720000,821000,2084000,162000,0,-1563000,18463000,-2071000,-2504000,-8124000,-12699000,-4463000,3994000,-1224000,-5625000,-20000,119000
UNH,12/31/2018,245,293.98,19.991836734693884,11986000,2428000,609000,2395000,-1351000,0,-750000,15713000,-2063000,-4099000,-6223000,-12385000,-3662000,4134000,-1517000,-4365000,-78000,-1115000
UNH,12/31/2017,221.02,249.12,12.713781558230021,10558000,2245000,-151000,2371000,-1062000,0,-630000,13596000,-2023000,-4319000,-2257000,-8599000,-812000,-2615000,2759000,-3441000,-5000,1551000
UNH,12/31/2016,161.13,221.16,37.25563209830572,7017000,2055000,484000,3141000,-1357000,0,-1601000,9795000,-1705000,-5927000,-1723000,-9355000,-851000,990000,1111000,-1011000,78000,-493000
BMI,12/31/2019,63,94.06,49.301587301587304,47177,24146,-350,13242,5451,-1220,-7732,80714,-7496,0,0,-7496,-3059,-13500,-2555,-37709,276,35785
BMI,12/31/2018,48.4,64.93,34.15289256198349,27790,24315,16409,38,-7999,4859,-5062,60350,-8643,0,-8048,-16691,-2829,-21012,-2034,-42140,403,1922
BMI,12/31/2017,48.2,49.21,2.0954356846472986,34571,24398,-2486,6639,-967,-6167,-6237,49751,-15069,0,-20376,-35445,-2587,6376,0,-10426,-54,3826
BMI,12/31/2016,37.2,47.5,27.688172043010745,32295,22442,1907,3108,-3561,955,-961,56185,-10596,0,-1800,-12396,1086,-33096,0,-44471,-143,-825
GPP,12/31/2019,14.02,7.95,-43.29529243937232,41479,4448,-415,2377,-1294,0,62,46657,-305,0,331,26,0,-1900,7,-46991,0,-308
GPP,12/31/2018,13.5,13.82,2.3703703703703725,55681,5300,-2427,-8256,4677,0,416,55391,-1267,1296,11,40,0,7100,6,-55364,0,67
GPP,12/31/2017,19,13.57,-28.57894736842105,58867,5841,308,-1309,316,0,31,64054,-1914,-2248,0,-4162,0,-2100,5,-60012,0,-120
GPP,12/31/2016,19.7,18.65,-5.329949238578684,56805,6182,531,4086,-5377,0,-32,62195,-537,0,-152312,-152849,0,129000,3,74891,0,-15763
TRCH,12/31/2019,0.799,0.7,-12.390488110137683,-9839,5109,2884,1447,140,0,118,-142,-8790,0,0,-8790,3632,4550,0,8182,0,-750
TRCH,12/31/2018,0.565,0.7602,34.54867256637169,-5807,1659,1608,358,-155,0,1168,-1169,-12150,0,0,-12150,6250,6857,0,13107,0,-212
TRCH,12/31/2017,1.32,0.5643,-57.25,-920,392,1151,724,-128,0,-753,466,-9459,0,0,-9459,243,8032,0,8275,0,-718
TRCH,12/31/2016,1.17,1.31,11.965811965811977,-7684,823,3309,-93,331,0,-1512,-4826,-2295,2127,0,-168,5999,58,0,5737,0,743
EYEN,12/31/2019,4.5,6.06,34.66666666666666,-21157,15,2512,-230,0,0,-60,-18919,-167,0,0,-167,13510,0,0,13510,0,-5576
EYEN,12/31/2018,2.82,4.48,58.86524822695038,-17253,19,1615,2679,0,0,-172,-13111,-28,0,0,-28,27618,0,0,27618,0,14479
EYEN,12/31/2017,10,2.85,-71.5,-5130,25,412,-4,0,0,-35,-4731,-10,0,0,-10,6604,0,0,6604,0,1862
EYEN,12/31/2016,10,9.92,-0.8000000000000007,-3533,13,3,4,0,0,310,-3204,-43,0,0,-43,4141,0,0,4141,0,895
TENB,12/31/2019,24.15,52.26,116.39751552795032,-99013,6880,45069,83616,-25941,0,-21355,-10744,-20674,-17465,-74911,-113050,34177,-16,0,34161,-1080,-90713
TENB,12/31/2018,21.75,23.96,10.160919540229889,-73521,6192,23408,76009,-17408,0,-17239,-2559,-5733,-117488,0,-123221,266192,-1443,0,264749,-1063,137906
TENB,12/31/2017,33,22.19,-32.75757575757575,-41022,4692,7012,69491,-14769,0,-31670,-6266,-2755,0,0,-2755,2635,-306,0,2091,-68,-6998
TENB,12/31/2016,33,30.25,-8.333333333333334,-37208,3060,3485,53676,-13560,0,-12238,-2785,-5776,0,-2075,-7851,410,-47,1000,1363,0,-9273
EGLE,12/31/2019,32.2694,19,-41.12069018946742,-21697,57094,-10863,-4664,-7,314,1508,21686,-143829,0,-24789,-168619,36,134497,-1444,127900,0,-19033
EGLE,12/31/2018,32.1994,32.1994,0.0,12575,38949,865,404,-3465,-2025,-1832,45470,-41676,2460,8203,-31014,5,12400,-2559,7381,0,21838
EGLE,12/31/2017,31.8494,32.2694,1.3187061608695867,-43797,38902,10110,389,-12157,-3236,-249,-10037,-174590,-6702,26042,-155250,96030,55193,-290,145022,0,-20265
EGLE,12/31/2016,40.9492,31.4994,-23.07688550692076,-223522,42756,134976,3561,1987,-5302,112,-45434,-20421,-1927,13001,-9347,85701,23724,-3,106335,0,51554
BBF,7/31/2009,11.36,11.43,0.6161971830985941,-2326,0,0,0,0,0,0,-2326,0,0,0,0,11,0,0,-6800,0,-9126
BBF,7/31/2008,11.36,11.43,0.6161971830985941,-654,0,0,0,0,0,0,-654,0,0,0,0,117,0,0,-5733,0,-6387
BBF,10/31/2007,11.36,11.43,0.6161971830985941,3979,0,0,0,0,0,0,1886,0,0,0,0,262,0,0,-5773,0,-3887
BBF,10/31/2006,11.36,11.43,0.6161971830985941,9117,0,0,0,0,0,0,7306,0,0,0,0,221,0,0,-5799,0,1507
NCTY,12/31/2019,9.1,3.54,-61.0989010989011,-25524,5365,13822,3695,-159,0,-2339,-7777,-114,5415,3439,8740,0,5875,0,5875,181,841
NCTY,12/31/2018,9.6,9.12,-5.000000000000004,-31620,15130,8428,-524,73,0,-2996,-14740,-33,-2909,420,-2522,0,-2674,0,-2674,-218,-20153
NCTY,12/31/2017,19.5002,10.3,-47.180028922780274,-18146,12932,-4436,-6335,1260,0,487,-13306,-70,24890,45,24865,3071,3697,0,6768,695,15932
NCTY,12/31/2016,37.5004,18.6002,-50.39999573337884,-85442,10044,62280,102,-1387,0,-916,-25868,-247,-238,-952,-1437,458,18621,8274,27353,-1507,-1458
RGA,12/31/2019,164.26,115.9,-29.441129915986842,870000,-6000,-97000,1537000,-72000,0,69000,2307000,-34000,-2304000,-300000,-2638000,-186000,191000,37000,-121000,11000,-441000
RGA,12/31/2018,137.78,163.06,18.348091159820004,716000,-12000,158000,1593000,-691000,0,-195000,1581000,-29000,-211000,-397000,-637000,-393000,-3000,214000,-322000,-36000,586000
RGA,12/31/2017,156.66,140.23,-10.487680326822423,1822000,-52000,-220000,1321000,-514000,0,-427000,1982000,-44000,-1442000,-122000,-1608000,-105000,-303000,201000,-324000,53000,103000
RGA,12/31/2016,125.62,155.37,23.68253462824391,701443,-67099,-161456,810474,-228818,0,344075,1465718,-44642,-2683294,-97790,-2825726,-172166,788739,539187,1055389,-19938,-324557
WIFI,12/31/2019,11.05,12.72,15.113122171945701,-10296,83236,10526,14808,9184,0,1233,108710,-133696,-39584,0,-173280,-277,-3886,-37447,-44428,-13,-109011
WIFI,12/31/2018,20.32,10.95,-46.11220472440945,-1220,84808,7252,15494,-13702,0,-800,93321,-108730,0,-24624,-133354,9979,188660,-10536,162825,-65,122727
WIFI,12/31/2017,22.66,20.57,-9.223300970873787,-19366,72681,13571,15047,16046,0,-841,97728,-73308,0,-1150,-74458,9244,-20301,-4872,-16054,-16,7200
WIFI,12/31/2016,12.27,22.61,84.27057864710677,-27331,52832,13290,76375,526,0,-835,115205,-107271,0,-60,-107331,2984,-2868,-2827,-3121,14,4767
CARS,12/31/2019,12.4,11.3,-8.870967741935482,-445324,99565,429524,19085,2262,0,-3628,101484,-21257,0,-599,-21856,-40477,-48125,0,-91542,0,-11914
CARS,12/31/2018,21.08,12.22,-42.03036053130929,38809,79917,31560,11732,-1164,0,2694,163548,-14233,0,-157142,-171375,-99773,112500,0,12727,0,4900
CARS,12/31/2017,28.97,21.5,-25.785295132896096,224443,64249,-102148,-3530,10782,0,-7867,185929,-32774,0,0,-32774,-69030,583750,0,-141488,0,11667
CARS,12/31/2016,19.9,28.99,45.678391959799,176370,57906,2533,-24198,-13579,0,121,199153,-9701,-2216,-114836,-126753,-63604,0,0,-63604,0,8796
CAPL,12/31/2019,18.22,17.17,-5.762897914379788,18076,56059,6825,0,0,0,-8633,72327,-24611,1098,8004,-15509,0,18703,0,-58229,0,-1411
CAPL,12/31/2018,14.18,18.05,27.291960507757413,5251,68062,6428,0,0,0,10016,89752,-13717,780,6157,-6780,6306,-10866,-1019,-83678,0,-706
CAPL,12/31/2017,23.69,14.16,-40.22794428028704,23158,59247,-7020,0,0,0,13557,88960,-12488,450,-48075,-60113,329,62468,-865,-26300,0,2547
CAPL,12/31/2016,25.37,24.03,-5.2818289318092235,10704,56276,15414,0,0,0,-2965,79440,-20776,794,-76924,-96906,-3252,80827,24301,17624,0,158
DJCO,9/30/2019,251.42,242,-3.7467186381353863,-25216,589,24723,2531,-2233,6,1215,1615,-165,0,0,-165,0,-121,0,-121,0,1329
DJCO,9/30/2018,238.1,247.56,3.9731205375892515,8201,3678,-17863,1096,555,-6,2458,-1881,-212,8125,0,7913,0,-115,0,-115,0,5917
DJCO,9/30/2017,224.65,257.7,14.71177387046516,-918,5586,-4577,-2461,-651,1,369,-2651,-253,-5013,0,-5266,0,-110,0,-110,0,-8027
MARA,12/31/2019,0.8814,10.44,1084.4792375765828,-3517,1077,811,-70,0,0,-1620,-3319,-5,1220,0,1215,245,0,0,245,0,-1858
MARA,12/31/2018,1.512,0.8814,-41.70634920634921,-12814,4360,4958,-2876,0,0,-1867,-8239,-5252,1343,-250,-4159,0,0,0,0,0,-12397
MARA,12/31/2017,16.4,1.4488,-91.16585365853659,-31334,5411,15743,-1254,88,0,536,-10808,-8,0,0,-8,16233,4216,0,20449,318,9950
MARA,12/31/2016,25.44,17.28,-32.075471698113205,-28665,7457,29166,682,30,0,1667,10173,-8,0,-3681,-3690,4701,-8709,0,-4008,-32,2443
CTHR,6/30/2019,1.56,0.73,-53.205128205128204,2275,481,1027,-70,-328,-2298,-170,917,-361,0,-64,-426,9122,0,0,9122,0,9613
CTHR,6/30/2018,1.04,1.53,47.11538461538461,-767,438,1035,266,32,-3208,-489,-2692,-175,0,-28,-203,0,0,0,0,0,-2896
CTHR,12/31/2017,1.35,0.85,-37.037037037037045,-453,422,1008,866,-733,-3503,-168,-2560,-271,0,-2,-273,0,0,0,0,0,-2833
NDSN,10/31/2019,157.9,197,24.762507916402782,337091,110244,19606,-15012,-39992,-23117,-5927,382893,-64244,0,-12045,-76289,-94490,-72697,0,-251074,-44,55486
NDSN,10/31/2018,123.21,156.81,27.270513757000252,377375,108407,-9025,1792,10236,5532,10321,504638,-89790,0,-50128,-139918,-5201,-274220,0,-353690,-5735,5295
NDSN,10/31/2017,127.61,122.67,-3.8711699710054055,295802,90854,26684,14127,-46152,-19667,-4896,356752,-71558,-4470,-801936,-877964,10870,596934,0,540750,3606,23144
TWST,9/30/2019,24.01,75.97,216.40982923781752,-107669,5144,10343,12301,-6685,-1302,-1318,-87937,-14757,-90074,21,-104810,161078,-2500,0,158578,30,-34139
TWST,9/30/2018,13,23.88,83.6923076923077,-71236,6035,3257,5627,-3073,-4202,-2572,-66164,-3688,30977,17,27306,88822,0,0,88822,0,49964
TWST,9/30/2017,13,14,7.6923076923076925,-59310,5116,3022,2898,-1623,-599,-805,-51301,-6594,-3662,266,-9990,65801,-1999,0,63802,0,2511
PRPO,12/31/2019,2.07,2.07,0.0,-13243,1523,5070,-2081,-850,13,427,-9141,-55,0,0,-55,8202,1581,0,9663,0,467
PRPO,12/31/2018,2.7149,2.05,-24.490773140815506,-15694,1244,7587,559,-541,-36,127,-6754,-97,0,0,-97,3279,3670,0,6811,0,-40
PRPO,12/31/2017,17.2491,2.3099,-86.608576679363,-20694,2641,12533,-530,-495,-46,-99,-6690,-143,0,101,-42,7809,-682,0,7102,0,370
PRPO,12/31/2016,123.7562,17.2491,-86.06203163962695,-2227,145,475,983,-310,-17,-8,-959,0,0,0,0,0,785,0,775,0,-184
BAH,3/31/2019,58.45,68.64,17.433704020530364,418529,77929,48817,168462,-196453,0,-17674,499610,-94681,0,5469,-89212,-229442,-68441,-1249,-413366,0,-2968
BAH,3/31/2018,38.65,58.73,51.95342820181112,301692,70730,32028,89164,-126196,0,1725,369143,-78437,0,-18016,-96453,-249316,150529,-951,-203149,0,69541
BAH,3/31/2017,35.46,37.88,6.824591088550484,260825,75110,28705,123115,-95217,0,-10261,382277,-53919,0,-246977,-300896,-25547,51058,0,-51493,0,29888
CTIC,12/31/2019,1.62,3.22,98.76543209876543,-40020,-107,4439,-7032,13674,0,1120,-27822,0,28132,0,28132,-274,-5333,0,-5607,2,-5295
CTIC,12/31/2018,0.7446,1.58,112.19446682782703,-29320,-831,2569,-489,-12389,0,-163,-39824,-33,-30457,0,-30490,63956,-444,-21,63491,44,-6779
CTIC,12/31/2017,2.67,0.7336,-72.52434456928839,-40670,69,7638,-14662,6981,1120,389,-39296,-49,11,0,-38,42643,-3577,-87,38979,-429,-784
CTIC,12/31/2016,4.21,2.7,-35.86698337292161,-52009,364,-15515,-1475,-9632,567,1964,-76680,-137,0,0,-137,-314,-6727,-325,-7366,3,-84180
NSSC,6/30/2019,30.06,23.39,-22.18895542248835,12223,1409,617,1528,-1440,-5991,307,8653,-1988,0,0,-1988,-3945,0,0,-3945,0,2720
NSSC,6/30/2018,14.55,24.85,70.79037800687284,7649,1409,1054,-656,-2503,857,55,7865,-1280,0,0,-1280,-1231,-3500,0,-4731,0,1854
NSSC,6/30/2017,9.4,15.05,60.1063829787234,5599,1374,16,1777,-1273,-4785,-260,2448,-1414,0,0,-1414,49,-1300,-134,-1385,0,-351
BPMP,12/31/2019,15.75,10.6,-32.698412698412696,167884,2630,4406,-2505,-1782,0,-484,189332,-1081,11538,0,10457,0,0,0,-157928,0,41861
BPMP,12/31/2018,15.47,15.61,0.904977375565603,133057,2658,3950,5221,-425,0,-3297,173783,-1604,19670,-87230,-69164,0,453000,-380770,-80343,0,24276
BPMP,12/31/2017,20.45,15.54,-24.009779951100246,21775,2673,5403,6180,-12585,0,-1406,69241,-2257,7242,5,4990,814658,-22830,0,-41537,0,32694
BPMP,12/31/2016,16.85,20.3,20.47477744807121,45870,2604,894,85,364,0,0,49817,-3402,0,0,-3402,0,-46415,0,-46415,0,0
BBD,12/31/2019,8.2,5.26,-35.853658536585364,5263432,1458167,13594620,-37823276,16785545,0,-2177496,-4836048,-653649,4344555,-7500971,-3810065,-26535,-797332,1677249,-3559363,187145,-12205475
BBD,12/31/2018,7.6364,8.1364,6.547587868629197,4321341,1240600,12337904,-43687952,15909246,0,7507476,-1676403,-616509,5600725,-13881856,-8897638,584,440974,-198779,-1444428,193967,-12018469
BBD,12/31/2017,7.2314,7.4924,3.6092596177780254,5219801,1377278,15776483,-28846134,18613659,0,-3361481,10717732,-572080,-8288820,3365146,-5495753,633,-624470,-10467785,-13054814,243077,-7832835
BBD,12/31/2016,5.6286,7.314,29.94350282485877,5528229,1123651,17468549,-28985560,21789126,0,-4619792,16578861,-853941,2166552,1499426,2812038,-1905,984882,-6486853,-7227953,-1726041,12162946
FULT,12/31/2019,17.49,12.72,-27.272727272727263,226339,72666,24611,0,0,0,-195903,127713,-33717,-854455,-5174,-893346,-105095,17408,1017754,837737,0,72104
FULT,12/31/2018,15.26,17.43,14.220183486238533,208393,76872,42708,0,0,0,-31153,296820,-39883,-700834,0,-740717,-88573,87088,578627,487488,0,43591
FULT,12/31/2017,18.1,15.48,-14.475138121546966,171753,76233,57141,0,0,0,-17369,287758,-33092,-1102239,0,-1135331,8538,184305,784668,897143,0,49570
FULT,12/31/2016,19.1,17.9,-6.28272251308902,161625,62432,15467,43998,-3527,0,-53922,226073,-19674,-1017942,0,-1037616,-2378,22898,881511,832649,0,21106
