Symbol,Period Ending,Next Period Start Opening Price (Period Ending + 1 Day),Next Period End Closing Price (Period Ending + 1 year),Price Percentage Change,Net Income,Depreciation,Net Income Adjustments,Accounts Receivable,Changes in Inventories,Other Operating Activities,Liabilities,Net Cash Flow-Operating,Capital Expenditures,Investments,Other Investing Activities,Net Cash Flows-Investing,Sale and Purchase of Stock,Net Borrowings,Other Financing Activities,Net Cash Flows-Financing,Effect of Exchange Rate,Net Cash Flow
NXRT,12/31/2018,34.75,45,29.496402877697843,12133,50363,-9660,2445,0,0,209,41743,-157148,0,21900,-135248,75110,42247,-1706,93386,0,-119
NXRT,12/31/2017,28.04,35.05,24.999999999999993,131739,51544,-74866,3319,0,0,1150,37506,-219391,0,224416,5025,-54237,26510,-2701,-54544,0,-12013
NXRT,12/31/2016,22.45,27.87,24.142538975501125,21882,37614,-26625,-2523,0,0,-578,33776,-183690,0,131786,-51904,-5938,40587,0,10294,0,-7834
PMM,5/31/2009,6.54,6.68,2.140672782874613,-232307,116566,19270,-242,2169,0,12082,-82463,0,304662,0,304662,-138000,-51640,518,-242588,0,-20388
PMM,5/31/2008,6.54,6.68,2.140672782874613,-6631,0,0,0,0,0,0,-6631,0,0,0,0,3162,0,0,-60444,0,-67075
PMM,5/31/2007,6.54,6.68,2.140672782874613,85294,0,0,0,0,0,0,67905,0,0,0,0,3998,0,0,-43922,0,23983
PMM,5/31/2006,6.54,6.68,2.140672782874613,63911,0,0,0,0,0,0,63911,0,0,0,0,6164,0,0,-63369,0,542
WLKP,12/31/2019,26.47,23.84,-9.935776350585565,60981,107320,56,1406,9292,1126,-1288,450807,-43707,-14000,0,-57707,62661,-77934,0,-392921,0,179
WLKP,12/31/2018,23.83,26.42,10.868652958455742,49347,108842,1502,-6450,1028,1202,-544,436151,-39862,-11950,0,-51812,0,3648,0,-391603,0,-7264
WLKP,12/31/2017,25.1,24.13,-3.864541832669332,48670,113985,1993,1433,78506,-1656,-9962,537357,-68858,-136172,1801,-203229,110698,-120669,0,-396020,0,-61892
WLKP,12/31/2016,21.7,25.05,15.437788018433185,40940,98210,3759,1616,-91294,-55,-77913,287726,-299638,0,157,-299481,0,210623,0,-68904,0,-80659
EVH,12/31/2019,9.13,16.03,75.5750273822563,-292371,76006,186598,37082,6326,0,-43077,-42645,-35534,-142430,-3670,-181634,8184,60539,-104268,-35545,30,-259794
EVH,12/31/2018,19.7,9.05,-54.060913705583744,-52658,49673,18733,15562,-24503,0,-25925,-20651,-39550,-19021,-101804,-160375,11929,165942,96153,274024,-36,92962
EVH,12/31/2017,12.35,19.95,61.53846153846154,-60665,33282,15811,1245,-11258,0,2729,-27958,-27848,43082,-27499,-12265,171029,-1272,-4200,165557,0,125334
EVH,12/31/2016,14.9,12.8,-14.093959731543622,-159742,17224,178473,16583,-11044,0,-9968,-35510,0,6379,-103036,-96657,1259,120885,28041,150185,0,18018
BLMN,12/29/2019,21.79,18.81,-13.675998164295551,130573,225422,67954,-53484,0,-15388,-41018,317603,-161926,12344,18291,-131291,-118652,-27759,0,-189359,-1631,-4678
BLMN,12/30/2018,17.66,22.07,24.971687429218573,107098,231381,26828,-35108,0,-24707,-19858,288074,-208224,16887,14041,-177296,-97377,-26720,0,-164352,-4146,-57720
BLMN,12/31/2017,21.47,17.89,-16.67442943642291,101293,221901,29193,45003,0,11065,-1768,409002,-260589,97258,40216,-123115,-284103,1221278,-1193719,-293505,975,-6643
BLMN,12/31/2016,18.19,21.74,19.51621770203407,39388,229740,67266,-10859,0,15053,-4600,340587,-260578,525465,30361,295248,-342229,198102,-478906,-657978,2955,-19188
TYME,3/31/2019,1.8,1.1,-38.888888888888886,-32983,8572,1677,2965,0,0,-347,-20116,-16,0,0,-16,270,-480,0,5458,0,-14673
TYME,3/31/2018,2.22,1.89,-14.864864864864876,-18969,7694,-390,1117,0,0,-1330,-11879,0,0,0,0,30372,0,0,30372,0,18493
TYME,3/31/2017,3.01,2.2,-26.910299003322248,-15207,7726,350,1272,0,0,-2,-5861,0,0,0,0,10471,-232,0,10239,0,4378
WIT,3/31/2019,4.06,3.1,-23.645320197044327,1302000,281000,67000,51000,86000,-8000,-100000,1679000,-329000,647000,405000,724000,0,-561000,-73000,-713000,8000,1690000
WIT,3/31/2018,3.9075,4.05,3.6468330134356908,1228000,324000,185000,-335000,-115000,8000,-3000,1291000,-335000,965000,-84000,545000,-1691000,-168000,-50000,-1993000,6000,-156000
WIT,3/31/2017,3.8138,3.9075,2.4568671666054884,1311000,356000,84000,-518000,111000,23000,62000,1429000,-321000,-1024000,-444000,-1791000,-385000,202000,-33000,-350000,-22000,-712000
BBBY,3/2/2019,16.16,10.33,-36.07673267326733,-137224,338825,433414,-179346,0,106928,355681,918278,-325366,-195499,11183,-509682,-148073,-4224,0,-238584,-7181,162831
BBBY,3/3/2018,21.83,15.8,-27.62253779202931,424858,313107,245792,-21097,0,176672,-279643,859689,-375793,-292500,-6119,-674412,-242120,-434,0,-323431,-4035,-142189
BBBY,2/25/2017,41.21,21.71,-47.3186119873817,685108,290914,95757,43955,0,-38493,-33970,1043271,-373574,82922,-201277,-491929,-526598,0,0,-582210,3624,-27244
POR,12/31/2019,55.9,42.77,-23.488372093023248,214000,384000,60000,-16000,30000,0,-126000,546000,-606000,5000,-3000,-604000,0,120000,-17000,-31000,0,-89000
POR,12/31/2018,45.62,55.79,22.292854011398514,212000,425000,23000,51000,-29000,0,-52000,630000,-595000,123000,1000,-471000,0,51000,-5000,-79000,0,80000
POR,12/31/2017,45.6,45.85,0.5482456140350876,187000,323000,113000,5000,-3000,0,-28000,597000,-514000,3000,-3000,-514000,0,75000,-7000,-50000,0,33000
POR,12/31/2016,43.25,44.88,3.768786127167636,193000,315000,56000,15000,-9000,0,-8000,562000,-584000,2000,-3000,-585000,0,151000,-16000,25000,0,2000
FFG,12/31/2019,59.35,52.51,-11.524852569502954,126209,25875,32768,66503,-2415,0,-35985,213054,-15990,-138621,0,-154611,-5346,0,29619,-60201,0,-1758
FFG,12/31/2018,65.02,58.93,-9.366348815748996,93793,36371,58163,77786,4081,0,-31046,239177,-12520,-199372,0,-211892,-15152,0,37334,-60946,0,-33661
FFG,12/31/2017,69.65,65.65,-5.7430007178750895,187305,25016,-27285,87489,-5097,0,-27822,239634,-11427,-221891,0,-233318,356,0,93842,12797,0,19113
FFG,12/31/2016,79.6,70.25,-11.746231155778888,102842,30898,52408,91080,-1392,0,-40670,235162,-11787,-371097,0,-382884,1840,-15000,256577,151815,0,4093
CXE,11/30/2008,4.53,4.58,1.1037527593818945,-49847,0,0,0,0,0,0,-49847,0,0,0,0,0,0,0,-14814,0,-64661
CXE,11/30/2007,4.53,4.58,1.1037527593818945,-6637,0,0,0,0,0,0,-11075,0,0,0,0,231,0,0,-11333,0,-22408
CXE,11/30/2006,4.53,4.58,1.1037527593818945,24630,0,0,0,0,0,0,20614,0,0,0,0,414,0,0,-12133,0,8482
CXE,11/30/2005,4.53,4.58,1.1037527593818945,19361,0,0,0,0,0,0,16732,0,0,0,0,110,0,0,-14164,0,2568
OMI,12/31/2019,5.19,27.05,421.1946050096339,-62371,116678,40828,-235631,63526,127921,115134,166085,-42419,0,-9478,-51897,0,-117792,-2866,-130197,-2671,-18680
OMI,12/31/2018,6.25,5.17,-17.28,-437012,101927,430401,92179,11106,-65451,-17561,115589,-44873,0,-770956,-815829,0,785000,-7217,701071,-1986,-1155
OMI,12/31/2017,18.98,6.33,-66.6491043203372,72793,59443,-35403,143947,-100010,-57032,-26964,56774,-34613,0,-382030,-416643,-5000,351475,-8720,272806,6097,-80966
OMI,12/31/2016,35.48,19.37,-45.405862457722655,108787,55393,16637,43430,-25244,22589,-33897,187695,-20302,0,-4444,-24746,-71028,0,-8294,-142704,4223,24468
DG,2/1/2019,115.19,154.77,34.36062158173454,1589472,454134,136074,497461,0,-521342,-12249,2143550,-734380,0,2777,-731603,-991868,-141126,0,-1443901,0,-31954
DG,2/2/2018,98.68,116.64,18.200243210376968,1538960,404231,-88735,347054,0,-348363,-51039,1802108,-646456,0,1428,-645028,-571679,-213420,0,-1077554,0,79526
DG,2/3/2017,72.56,95.8,32.02866593164277,1251133,379931,45701,125730,0,-171908,-25546,1605041,-560296,0,9360,-550936,-979364,236362,0,-1024137,0,29968
CZZ,12/31/2019,22.93,18.43,-19.62494548626254,719261,568741,193032,-61410,-36277,-22592,17865,1565301,-686836,673862,-19488,-32464,-938094,1225569,-522338,-387396,60334,1145442
CZZ,12/31/2018,8.84,22.84,158.3710407239819,537491,529401,81367,-194443,-37905,-3086,277086,1387584,-678102,298833,-7435,-386704,-218678,-416985,-531020,-1317528,75823,-316648
CZZ,12/31/2017,9.81,8.8,-10.295616717635063,315425,581358,431057,-152058,-76096,-12259,10923,1232432,-740727,-292018,-45715,-1078461,215173,724540,-699537,-170555,33342,-16583
CZZ,12/31/2016,7.65,10.21,33.46405228758171,141034,533177,558661,-181555,-2589,2055,14857,1116966,-673028,176217,273436,-223375,628404,-27217,-602771,-558979,-29280,334612
JRO,7/31/2009,12.41,12.53,0.9669621273166737,-40250,-1533,203369,15285,-11837,0,-7,162993,0,0,0,0,-40000,-101546,0,-162993,0,0
JRO,7/31/2008,12.41,12.53,0.9669621273166737,3569,35149,7914,-1059,-862,0,-5,34195,0,0,0,0,-140000,138896,-28,-34195,0,0
JRO,7/31/2007,12.41,12.53,0.9669621273166737,23535,23554,-8772,-5491,10627,0,-12,31343,0,0,0,0,0,0,0,-31370,0,-28
JRO,7/31/2006,12.41,12.53,0.9669621273166737,35522,4691,2007,-14585,-6532,0,-9,11257,0,18025,0,18025,-5,0,0,-29282,0,0
FDX,5/31/2019,151.16,129.71,-14.190261974067209,540000,3353000,4211000,-1480000,-873000,0,-138000,5613000,-5490000,0,17000,-5473000,-1379000,1027000,-4000,-1039000,-47000,-946000
FDX,5/31/2018,251.57,154.28,-38.67313272647772,4572000,3095000,467000,-2204000,-1049000,0,-207000,4674000,-5663000,0,-14000,-5677000,-690000,1442000,10000,227000,72000,-704000
FDX,5/31/2017,194.58,249.12,28.029602220166506,2997000,2995000,1140000,-1585000,-556000,0,-61000,4930000,-5116000,0,135000,-4981000,-172000,1108000,18000,528000,-42000,435000
HHC,12/31/2019,126,78.93,-37.35714285714285,104585,180746,19109,27261,24519,0,-118198,207732,-687251,-54087,-1057111,-1232897,34502,892032,-5449,921085,0,-104080
HHC,12/31/2018,96.37,126.8,31.57621666493721,96966,137137,-114845,20676,26209,0,83617,210520,-580068,-49813,-446431,-841771,52679,326378,12109,391166,0,-240085
HHC,12/31/2017,132,97.62,-26.045454545454543,193902,138496,-607756,8181,164156,0,295867,165567,-377192,-16274,54563,-315604,78294,132588,-11672,199198,0,49161
HHC,12/31/2016,114.1,132.84,16.4241893076249,259121,100290,-564993,-46322,96869,0,450933,239103,-423387,-3697,367646,-33958,1180,207908,-9231,199857,0,405002
GBLI,12/31/2019,29.68,28.59,-3.672506738544474,70015,12254,-19338,34118,4002,0,-68675,32376,0,-72590,-7654,-80244,-947,7811,0,-7358,0,-55226
GBLI,12/31/2018,36.1,29.63,-17.9224376731302,-56696,13208,805,-1367,-4394,0,90513,42069,0,4443,877,5320,-1867,-6412,0,-22306,0,25083
GBLI,12/31/2017,42.2,36.23,-14.146919431279633,-9551,14636,1147,-2651,60154,0,-82644,-18909,0,-30415,1464,-28951,-84174,131338,0,47164,0,-696
GBLI,12/31/2016,38.69,41.16,6.384078573274746,49868,16263,-27774,4131,-29249,0,-32445,-19206,0,37981,-1010,36971,-805,-9014,127,-9692,0,8073
RENN,12/31/2019,2.58,4.7704,84.89922480620156,-15884,2968,3236,1781,-5101,-229,-10,-21332,-806,0,243,-563,107,8691,12303,20993,0,-902
RENN,12/31/2018,4.59,2.49,-45.7516339869281,-5703,1141,907,-267,733,83,36,-2051,-1003,1475,-77,395,2820,-3,58,2467,0,811
RENN,12/31/2017,32.8503,4.62,-85.93620149587674,-5041,798,695,731,-84,12,-279,-3167,-290,0,0,-290,1870,650,356,2625,0,-831
RENN,12/31/2016,23.8502,37.2904,56.35256727406897,-39,52,-58,181,-264,0,-7,-136,-37,0,0,-37,2053,500,0,2394,0,2221
TYL,6/30/2019,220.19,346.88,57.53667287342749,796,792,4323,1002,-3979,68,410,3498,-138,-109,0,-246,1590,223,0,1812,-1221,3844
TYL,6/30/2018,220.49,220.51,0.009070706154465875,7588,698,1610,5383,-5837,-25,490,9847,-1704,778,178,-749,0,-418,0,-485,-280,8333
TYL,6/30/2017,175.63,226.28,28.83903661105734,8470,575,-1240,-1361,-9186,2123,-2275,-2744,-50,371,-1047,-726,5395,-28,0,5384,-769,1145
JQC,12/31/2008,8.76,8.71,-0.5707762557077504,-737006,507427,945736,-1678,3925,0,5,698647,0,0,0,0,-799627,319725,2042,-618150,0,80497
JQC,12/31/2007,8.76,8.71,-0.5707762557077504,-48880,0,0,0,0,0,0,-99182,0,0,0,0,-7872,0,0,-168019,0,-267201
JQC,12/31/2006,8.76,8.71,-0.5707762557077504,212558,0,0,0,0,0,0,166534,0,0,0,0,-6389,0,0,-160460,0,6074
JQC,12/31/2005,8.76,8.71,-0.5707762557077504,57442,0,0,0,0,0,0,26708,0,0,0,0,-2,0,0,-165191,0,-138484
SOJE,12/31/2019,24.83,26.92,8.417237213048745,4916000,3331000,-2456000,-641000,630000,-120000,293000,5781000,-7555000,-373000,4536000,-3392000,1040000,13000,-157000,-1930000,0,459000
SOJE,12/31/2018,24.83,24.83,0.0,2390000,3549000,820000,354000,-426000,123000,225000,6945000,-8001000,-135000,2376000,-5760000,3608000,-2579000,-264000,-1813000,0,-628000
SOJE,12/31/2017,24.83,24.83,0.0,986000,3457000,2964000,-326000,-202000,36000,-461000,6394000,-7423000,729000,-496000,-7190000,465000,3127000,-222000,951000,0,155000
SOJE,12/31/2016,24.83,24.83,0.0,2552000,2923000,-1536000,551000,-544000,178000,793000,4894000,-7310000,-12236000,-501000,-20047000,4440000,13973000,-512000,15725000,0,572000
MYN,7/31/2009,11.67,11.81,1.199657240788351,10440,0,0,0,0,0,0,10440,0,0,0,0,0,0,0,-30259,0,-19819
MYN,7/31/2008,11.67,11.81,1.199657240788351,-4445,0,0,0,0,0,0,-4445,0,0,0,0,0,0,0,-26553,0,-30998
MYN,10/31/2007,11.67,11.81,1.199657240788351,18215,0,0,0,0,0,0,7754,0,0,0,0,0,0,0,-25798,0,-18044
MYN,10/31/2006,11.67,11.81,1.199657240788351,45049,0,0,0,0,0,0,35661,0,0,0,0,-6,0,0,-30182,0,5479
HD,2/3/2019,184.3,231.54,25.632121540965805,11121000,2152000,529000,781000,33000,-1244000,-334000,13038000,-2442000,0,26000,-2416000,-9727000,2037000,-26000,-12420000,-19000,-1798000
HD,1/28/2018,207.23,179.83,-13.222023838247347,8630000,2062000,273000,509000,139000,-84000,502000,12031000,-1897000,0,-331000,-2228000,-7745000,3298000,-211000,-8870000,124000,933000
HD,1/29/2017,137.99,204.92,48.50351474744545,7957000,1973000,267000,654000,-138000,-769000,-161000,9783000,-1621000,0,38000,-1583000,-6662000,2274000,-78000,-7870000,-8000,330000
CUB,9/30/2019,70.76,58.17,-17.792538157150936,49694,64742,-21740,-4835,-12102,-31544,-66255,-31851,-49084,-60694,-349017,-458795,213976,245662,-820,448497,-1838,-43987
CUB,9/30/2018,73.52,70.43,-4.202937976060921,12310,46600,-6762,51628,-34762,3023,-63174,18965,-31696,900,117473,86677,23417,-41804,-1156,-31676,-2935,71031
CUB,9/30/2017,51,72.29,41.7450980392157,-11209,48045,-14990,29012,-45443,-18867,10441,24736,-36916,10047,-15613,-42482,-210,-185978,-2625,-196119,9667,-204198
TVC,9/30/2019,25.5,26.96,5.725490196078435,1417000,2633000,304000,-559000,-40000,-87000,52000,3720000,0,-1747000,-496000,-2243000,0,-1456000,-21000,-1477000,0,0
TVC,9/30/2018,24.95,25.47,2.0841683366733452,1119000,2938000,224000,-303000,-68000,65000,-37000,3938000,0,-1816000,-453000,-2269000,0,-1649000,-9000,-1658000,0,11000
TVC,9/30/2017,25.46,24.9784,-1.8915946582875107,685000,2247000,737000,-1054000,230000,1000,-118000,2728000,0,-2205000,-331000,-2536000,0,-169000,-22000,-191000,0,1000
CPAC,12/31/2019,9.18,7.46,-18.736383442265794,39880,39207,27083,-26051,-6384,-29494,-1104,61954,-23460,-230,-343,-24034,0,8240,0,-32268,146,5653
CPAC,12/31/2018,9.499,9.2344,-2.7855563743551923,22242,38413,40608,-34302,-315,-17652,-857,60272,-23742,0,-5509,-29251,416,20333,0,-31181,116,-160
CPAC,12/31/2017,12.35,9.499,-23.085020242914972,24882,38329,41244,-24276,-8926,-9833,1510,77274,-22020,214,6,-21799,-10407,0,0,-57221,-57,-1746
CPAC,12/31/2016,9.55,12.45,30.366492146596844,33671,33185,31007,-33049,781,-14903,-153,72082,-37714,0,-2737,-40451,1339,0,0,-52951,378,-21321
SPE,3/31/2009,14.98,14.97,-0.06675567423230833,3665,0,0,0,0,0,0,3665,0,0,0,0,0,0,0,-17286,0,-13621
SPE,3/31/2008,14.98,14.97,-0.06675567423230833,-5240,0,0,0,0,0,0,-13468,0,0,0,0,0,0,0,-12198,0,-25665
SPE,3/31/2007,14.98,14.97,-0.06675567423230833,26085,0,0,0,0,0,0,18645,0,0,0,0,0,0,0,-13408,0,5237
SPE,3/31/2006,14.98,14.97,-0.06675567423230833,19147,0,0,0,0,0,0,13154,0,0,0,0,0,0,0,-17872,0,-4718
HES,12/31/2019,67.51,52.79,-21.804177158939424,-408000,2122000,355000,20000,-383000,-16000,-216000,1642000,-2829000,-33000,19000,-2843000,-378000,735000,11000,52000,0,-1149000
HES,12/31/2018,39.29,66.81,70.04326800712651,-282000,1883000,361000,86000,-138000,-12000,-126000,1939000,-2097000,-67000,598000,-1566000,-1576000,-633000,28000,-2526000,0,-2153000
HES,12/31/2017,47.97,40.5,-15.572232645403375,-4074000,2883000,2802000,-78000,-340000,-64000,-317000,945000,-1937000,0,3295000,1358000,13000,188000,-26000,-188000,0,2115000
HES,12/31/2016,63.38,47.85,-24.502997791101294,-6132000,3244000,3674000,-78000,96000,77000,-142000,795000,-2251000,0,161000,-2090000,1621000,84000,-44000,1311000,0,16000
AON,12/31/2019,209.2,211.27,0.9894837476099531,1532000,564000,269000,1451000,-780000,0,-1242000,1835000,-225000,-17000,13000,-229000,-2194000,1111000,0,-1493000,21000,134000
AON,12/31/2018,143.58,208.29,45.06895110739656,1134000,769000,45000,799000,-806000,0,-295000,1686000,-240000,339000,-68000,31000,-1654000,337000,0,-1699000,-118000,-100000
AON,12/31/2017,134.25,145.36,8.27560521415271,1226000,891000,-446000,-920000,-83000,0,29000,734000,-183000,-228000,3198000,2787000,-2556000,-345000,0,-3265000,69000,325000
AON,12/31/2016,112.09,131.49,17.307520742260685,1396000,319000,563000,-2000,490000,0,-474000,2326000,-156000,40000,-838000,-954000,-1463000,522000,0,-1286000,-39000,47000
SHOO,12/31/2019,43.09,35.32,-18.032025992109546,141311,21337,41951,3372,7496,8436,9466,233780,-18311,27736,-37173,-27748,-92308,0,0,-142178,216,64070
SHOO,12/31/2018,29.93,43.01,43.701971266288,129136,22482,31802,16467,-34584,-26923,14633,154376,-12450,23515,0,11065,-90311,0,-7000,-145810,-814,18817
SHOO,12/31/2017,30.9333,30.26,-2.1766187248046527,117948,21389,-312,28358,-34176,21135,2403,157935,-14775,18153,-16795,-13417,-82979,0,-7359,-90338,919,55099
SHOO,12/31/2016,23.1667,31.2,34.67606521429466,120911,21102,16311,18287,-2165,-17744,-3461,153604,-15897,12013,0,-3884,-79051,0,-16402,-95453,-566,53701
DSS,12/31/2019,9.0309,6.24,-30.903896621599177,-2889,1406,296,-1884,-1994,-144,-134,-5343,-989,-2622,-370,-3981,6659,1313,0,7972,0,-1352
DSS,12/31/2018,23.0123,9.0369,-60.7301312776211,1465,1328,-3219,-820,-193,88,-31,-1383,-1003,0,-100,-1104,888,-398,0,490,0,-1997
DSS,12/31/2017,54.0054,21.9802,-59.29999592633329,-578,1568,148,-1899,-134,-445,51,-1289,-959,0,-12,-970,951,-296,0,655,0,-1605
DSS,12/31/2016,19.2019,56.7057,195.31296382128852,-950,1413,251,4737,206,-269,77,5467,-270,0,421,151,200,-1386,0,-1187,0,4431
SPR,12/31/2019,73.31,39.09,-46.67848861001227,530100,243300,157700,105000,12800,-95400,-30800,922700,-232200,-7900,200,-239900,-73200,1020000,-12000,884400,5900,1573100
SPR,12/31/2018,71.22,72.88,2.330805953383876,617000,231400,-221200,302100,-47900,-61300,-50200,769900,-271200,0,3400,-267800,-803700,737000,-15600,-153500,0,348600
SPR,12/31/2017,87.43,72.09,-17.545464943383283,354900,201300,40000,-247200,-48500,319600,-46400,573700,-273100,0,300,-272800,-496300,-27800,-6600,-578700,5600,-272200
SPR,12/31/2016,58.92,87.38,48.30278343516632,469700,221100,63500,-129100,-139100,207800,23000,716900,-254000,0,600,-253400,-649600,-36600,-15200,-718700,-4400,-259600
INCY,12/31/2019,86.91,86.98,0.0805430905534546,446906,54533,151922,58862,-1211,-6100,5744,710656,-78064,-9390,0,-87454,63299,-822,-16766,45711,-192,668721
INCY,12/31/2018,62.49,87.32,39.73435749719954,109493,54969,218304,24129,-41299,4043,-33412,336227,-73483,-12940,0,-86423,29942,0,-15285,14657,91,264552
INCY,12/31/2017,97.36,63.59,-34.685702547247324,-313142,52178,232205,79828,-117541,4851,-31367,-92988,-111021,-238957,0,-349978,716151,0,-25941,690210,-39,247205
INCY,12/31/2016,101.14,100.89,-0.24718212378880758,104222,58425,117356,57722,-23947,4047,-13069,304756,-120277,30645,-142856,-232488,49973,0,-5351,44622,-9,116881
SFUN,12/31/2019,28.7,13.4,-53.31010452961672,-10249,25082,72117,11004,-22127,0,-6567,69259,-12097,-44916,10,-57003,21,48851,-19655,-74116,-18882,-80742
SFUN,12/31/2018,70,28.6,-59.142857142857146,-114911,28400,184487,-30824,-17719,0,5570,55005,-96117,-25146,14598,-106665,2974,31726,0,34700,-26728,-43688
SFUN,12/31/2017,268,71.5,-73.32089552238806,21707,29949,44965,-32743,47149,0,15865,126889,-65885,-134663,-83964,-284512,4785,67486,0,71969,29302,-56352
SFUN,12/31/2016,166.5,266.5,60.06006006006006,-169635,31270,28858,-54999,275214,0,20532,131240,-24576,24320,-127690,-127946,-134951,-212383,0,-347334,-29448,-373488
SCHW,12/31/2019,47.76,53.04,11.05527638190955,3704000,795000,384000,6253000,-125000,0,-1686000,9325000,-708000,12728000,0,11964000,-2102000,593000,-11370000,-13939000,0,7350000
SCHW,12/31/2018,40.7,47.56,16.855036855036854,3507000,656000,383000,2096000,-1100000,0,6914000,12456000,-570000,-39889000,0,-40555000,-875000,-12885000,61713000,47166000,0,19067000
SCHW,12/31/2017,51.55,41.53,-19.437439379243447,2354000,611000,262000,-5378000,-3428000,0,4740000,-839000,-400000,-20014000,0,-20473000,178000,16872000,6141000,22599000,0,1287000
SCHW,12/31/2016,40.05,51.44,28.4394506866417,1889000,500000,160000,2695000,3000,0,-1644000,3603000,-346000,-38390000,0,-38775000,1460000,-7000,33996000,34963000,0,-209000
CAG,5/26/2019,28.8,32.95,14.40972222222223,678300,333000,500,28900,-69100,78000,64600,1125500,-353100,-8800,-4804100,-5166000,554100,4060500,-13400,4149800,-700,108600
CAG,5/27/2018,37.27,28.46,-23.638314998658444,808400,257000,-200000,104700,-4700,-62800,13700,954200,-251600,0,-324600,-576200,-952400,806800,-16000,-506900,5500,-123400
CAG,5/28/2017,38.9,37.36,-3.9588688946015402,639300,268000,20500,-96300,104700,123300,67300,1170200,-242100,0,58100,-184000,-926200,-1050200,822300,-1569100,-200,-583100
ASIX,12/31/2019,20.05,19.99,-0.29925187032420086,41347,57253,33001,-27754,53676,-35567,-1571,120385,-150322,0,-2803,-153125,-62179,92161,0,29982,0,-2758
ASIX,12/31/2018,23.77,19.96,-16.02860748843079,66244,55035,21681,1531,35712,-7974,1156,173385,-109215,0,-2976,-112191,-38524,-68294,0,-106818,0,-45624
ASIX,12/31/2017,42.51,24.34,-42.742884027287694,146699,49047,1729,9331,-64320,-230,-7649,134607,-86438,0,-6809,-93247,0,-127,0,-127,0,41233
ASIX,12/31/2016,22,42.6,93.63636363636364,34147,40477,14390,24573,-3948,21253,-17152,113740,-84009,0,-2372,-86381,-7312,265380,0,-13160,0,14199
CCO,12/31/2019,2.89,1.65,-42.906574394463675,-363304,319624,154080,104048,-12555,0,11106,214526,-221152,0,1110,-220042,370906,-125238,-3502,220009,-287,214206
CCO,12/31/2018,5.14,2.86,-44.3579766536965,-218240,329682,65827,97373,-74598,0,-28164,187275,-211079,0,7487,-203592,-4505,-632,-712,40686,-9810,14559
CCO,12/31/2017,4.6,5.19,12.826086956521756,-644348,336518,503467,-24284,-39790,0,10417,160118,-224238,0,69716,-154522,-12010,154343,-2696,-379513,9536,-364381
CCO,12/31/2016,5.05,4.75,-5.940594059405937,135070,354696,-232614,3796,30308,0,-5553,308510,-229772,0,803852,574080,0,2422,-1565,-726499,-5330,150761
ATNM,12/31/2019,6.8227,7.8,14.324241136207068,-21899,420,1295,-1531,0,0,253,-21461,-64,0,0,-64,17436,-322,0,17114,0,-4411
ATNM,12/31/2018,11.6202,6.5317,-43.79012409424968,-23654,51,1799,1133,0,0,100,-20571,-96,0,0,-96,16981,0,0,16981,0,-3686
ATNM,12/31/2017,20.102,11.6112,-42.2385832255497,-26601,56,3190,405,0,0,1397,-21553,-25,0,0,-25,18815,0,0,18815,0,-2763
ATNM,12/31/2016,27.3027,19.3669,-29.06598981053156,-24322,78,1767,2721,0,0,-1033,-20789,-60,0,-50,-110,16041,-266,0,15775,0,-5124
DEI,12/31/2019,44.09,29.18,-33.81719210705376,363713,373891,-330336,-6844,-4712,0,2625,469586,-427545,-170595,-51528,-649668,363805,67934,0,187538,0,7456
DEI,12/31/2018,33.75,43.9,30.07407407407407,116086,318225,-38684,1376,-3545,0,4973,432982,-68459,-171713,-9379,-249551,-108,8682,-450,-213849,0,-30418
DEI,12/31/2017,41.14,34.13,-17.039377734564894,94443,288067,-30404,24942,-1221,0,-1120,402697,-600687,-64766,-4142,-669595,867313,-299486,-53084,330616,0,63718
DEI,12/31/2016,36.73,41.08,11.843179961884022,85397,257091,-51042,10712,-680,0,9080,339449,-1647479,-67656,348966,-1366169,508305,749334,-53491,1037849,0,11129
CENT,9/28/2019,29.59,38.54,30.246704967894555,92786,52660,21481,43040,1485,-3696,-2643,204974,-31577,-2010,-42676,-76263,-62974,-46193,-170,-110765,-250,17696
CENT,9/29/2018,36.11,29.23,-19.052893935198004,123594,48947,8882,-20206,-28741,-15087,-3803,114112,-37845,-9048,-93989,-140882,181834,299569,-253,474783,-50,447963
CENT,9/30/2017,38.76,35.98,-7.172342621259033,78828,44080,3972,31986,-32419,-15885,2845,114309,-44659,-12495,-105688,-162842,-27556,-463,-1300,-10392,75,-58850
FATE,12/31/2019,19.74,90.93,360.6382978723405,-98149,2450,8406,4277,500,0,-1137,-83175,-7395,-150058,0,-157453,164928,-15000,0,149928,0,-90700
FATE,12/31/2018,12.45,19.57,57.188755020080336,-66598,987,24882,4254,-500,0,-2010,-38650,-2303,1840,0,-463,137270,0,3510,140780,0,101667
FATE,12/31/2017,6.1,12.83,110.32786885245902,-42952,1027,3000,2511,0,0,-428,-36817,-1725,-8471,0,-10196,43218,4236,-88,47356,0,343
FATE,12/31/2016,2.61,6.3,141.3793103448276,-33462,1191,1268,1561,0,0,-381,-29823,-457,-3675,18,-4114,65426,-7689,0,57737,0,23800
PB,12/31/2019,72.3,69.36,-4.066390041493773,332552,21275,-11578,-31402,84146,0,0,403014,-18588,-2991770,4270346,1259988,-94484,-1786787,510150,-1500021,0,162981
